Time, Sensor 3, Sensor 2, Sensor 1, Sensor 0, 
2611, ,300,300,57.54,
2614, ,300,300,57.54,
2616, ,300,300,57.54,
2619, ,300,300,57.54,
2621, ,300,300,57.54,
2624, ,300,300,57.54,
2626,116.56, ,300,57.54,
2629,116.56, ,300,57.54,
2632,116.56, ,300,57.54,
2634,116.56, ,300,57.54,
2637,116.56, ,300,57.54,
2639,116.56, ,300,57.54,
2642,116.56, ,300,57.54,
2644,116.56, ,300,57.54,
2648,116.56, ,300,57.54,
2651,116.56, ,300,57.54,
2653,116.56, ,300,57.54,
2656,116.56, ,300,57.54,
2658,116.56, ,300,57.54,
2661,116.56,300, ,57.54,
2664,116.56,300, ,57.54,
2666,116.56,300, ,57.54,
2669,116.56,300, ,57.54,
2671,116.56,300, ,57.54,
2674,116.56,300, ,57.54,
2676,116.56,300, ,57.54,
2679,116.56,300, ,57.54,
2682,116.56,300, ,57.54,
2684,116.56,300, ,57.54,
2688,116.56,300, ,57.54,
2690,116.56,300, ,57.54,
2693,116.56,300, ,57.54,
2695,116.56,300,300, ,
2698,116.56,300,300, ,
2701,116.56,300,300, ,
2703,116.56,300,300, ,
2706,116.56,300,300, ,
2709,116.56,300,300, ,
2711,116.56,300,300, ,
2714,116.56,300,300, ,
2717,116.56,300,300, ,
2719,116.56,300,300, ,
2722,116.56,300,300, ,
2725,116.56,300,300, ,
2727,116.56,300,300, ,
2731,116.56,300,300,57.54,
2734, ,300,300,57.54,
2736, ,300,300,57.54,
2739, ,300,300,57.54,
2742, ,300,300,57.54,
2744, ,300,300,57.54,
2747, ,300,300,57.54,
2749, ,300,300,57.54,
2752, ,300,300,57.54,
2754, ,300,300,57.54,
2757, ,300,300,57.54,
2760, ,300,300,57.54,
2762, ,300,300,57.54,
2765, ,300,300,57.54,
2767,116.56, ,300,57.54,
2770,116.56, ,300,57.54,
2774,116.56, ,300,57.54,
2776,116.56, ,300,57.54,
2779,116.56, ,300,57.54,
2781,116.56, ,300,57.54,
2784,116.56, ,300,57.54,
2786,116.56, ,300,57.54,
2789,116.56, ,300,57.54,
2792,116.56, ,300,57.54,
2794,116.56, ,300,57.54,
2797,116.56, ,300,57.54,
2799,116.56, ,300,57.54,
2802,116.56,300, ,57.54,
2804,116.56,300, ,57.54,
2807,116.56,300, ,57.54,
2810,116.56,300, ,57.54,
2812,116.56,300, ,57.54,
2816,116.56,300, ,57.54,
2818,116.56,300, ,57.54,
2821,116.56,300, ,57.54,
2823,116.56,300, ,57.54,
2826,116.56,300, ,57.54,
2829,116.56,300, ,57.54,
2831,116.56,300, ,57.54,
2834,116.56,300, ,57.54,
2836,116.56,300,300, ,
2839,116.56,300,300, ,
2842,116.56,300,300, ,
2844,116.56,300,300, ,
2847,116.56,300,300, ,
2850,116.56,300,300, ,
2852,116.56,300,300, ,
2855,116.56,300,300, ,
2859,116.56,300,300, ,
2861,116.56,300,300, ,
2864,116.56,300,300, ,
2867,116.56,300,300, ,
2869,116.56,300,300, ,
2872,116.56,300,300,57.54,
2875, ,300,300,57.54,
2877, ,300,300,57.54,
2880, ,300,300,57.54,
2883, ,300,300,57.54,
2885, ,300,300,57.54,
2888, ,300,300,57.54,
2890, ,300,300,57.54,
2893, ,300,300,57.54,
2895, ,300,300,57.54,
2898, ,300,300,57.54,
2902, ,300,300,57.54,
2904, ,300,300,57.54,
2907, ,300,300,57.54,
2909,116.56, ,300,57.54,
2912,116.56, ,300,57.54,
2915,116.56, ,300,57.54,
2917,116.56, ,300,57.54,
2920,116.56, ,300,57.54,
2922,116.56, ,300,57.54,
2925,116.56, ,300,57.54,
2927,116.56, ,300,57.54,
2930,116.56, ,300,57.54,
2933,116.56, ,300,57.54,
2935,116.56, ,300,57.54,
2938,116.56, ,300,57.54,
2940,116.56, ,300,57.54,
2944,116.56,300, ,57.54,
2946,116.56,300, ,57.54,
2949,116.56,300, ,57.54,
2952,116.56,300, ,57.54,
2954,116.56,300, ,57.54,
2957,116.56,300, ,57.54,
2959,116.56,300, ,57.54,
2962,116.56,300, ,57.54,
2964,116.56,300, ,57.54,
2967,116.56,300, ,57.54,
2970,116.56,300, ,57.54,
2972,116.56,300, ,57.54,
2975,116.56,300, ,57.54,
2977,116.56,300,300, ,
2980,116.56,300,300, ,
2983,116.56,300,300, ,
2985,116.56,300,300, ,
2989,116.56,300,300, ,
2992,116.56,300,300, ,
2994,116.56,300,300, ,
2997,116.56,300,300, ,
3000,116.56,300,300, ,
3002,116.56,300,300, ,
3005,116.56,300,300, ,
3008,116.56,300,300, ,
3010,116.56,300,300, ,
3013,116.56,300,300,57.54,
3016, ,300,300,57.54,
3018, ,300,300,57.54,
3021, ,300,300,57.54,
3024, ,300,300,57.54,
3026, ,300,300,57.54,
3030, ,300,300,57.54,
3032, ,300,300,57.54,
3035, ,300,300,57.54,
3037, ,300,300,57.54,
3040, ,300,300,57.54,
3043, ,300,300,57.54,
3045, ,300,300,57.54,
3048, ,300,300,57.54,
3050,116.56, ,300,57.54,
3053,116.56, ,300,57.54,
3055,116.56, ,300,57.54,
3058,116.56, ,300,57.54,
3061,116.56, ,300,57.54,
3063,116.56, ,300,57.54,
3066,116.56, ,300,57.54,
3068,116.56, ,300,57.54,
3072,116.56, ,300,57.54,
3075,116.56, ,300,57.54,
3077,116.56, ,300,57.54,
3080,116.56, ,300,57.54,
3082,116.56, ,300,57.54,
3085,116.56,300, ,57.54,
3087,116.56,300, ,57.54,
3090,116.56,300, ,57.54,
3093,116.56,300, ,57.54,
3095,116.56,300, ,57.54,
3098,116.56,300, ,57.54,
3100,116.56,300, ,57.54,
3103,116.56,300, ,57.54,
3105,116.56,300, ,57.54,
3108,116.56,300, ,57.54,
3111,116.56,300, ,57.54,
3113,116.56,300, ,57.54,
3117,116.56,300, ,57.54,
3119,116.56,300,300, ,
3122,116.56,300,300, ,
3125,116.56,300,300, ,
3127,116.56,300,300, ,
3130,116.56,300,300, ,
3133,116.56,300,300, ,
3135,116.56,300,300, ,
3138,116.56,300,300, ,
3140,116.56,300,300, ,
3143,116.56,300,300, ,
3146,116.56,300,300, ,
3148,116.56,300,300, ,
3151,116.56,300,300, ,
3154,116.56,300,300,57.54,
3158, ,300,300,57.54,
3160, ,300,300,57.54,
3163, ,300,300,57.54,
3165, ,300,300,57.54,
3168, ,300,300,57.54,
3171, ,300,300,57.54,
3173, ,300,300,57.54,
3176, ,300,300,57.54,
3178, ,300,300,57.54,
3181, ,300,300,57.54,
3183, ,300,300,57.54,
3186, ,300,300,57.54,
3189, ,300,300,57.54,
3191,116.56, ,300,57.54,
3194,116.56, ,300,57.54,
3196,116.56, ,300,57.54,
3200,116.56, ,300,57.54,
3203,116.56, ,300,57.54,
3205,116.56, ,300,57.54,
3208,116.56, ,300,57.54,
3210,116.56, ,300,57.54,
3213,116.56, ,300,57.54,
3215,116.56, ,300,57.54,
3218,116.56, ,300,57.54,
3221,116.56, ,300,57.54,
3223,116.56, ,300,57.54,
3226,116.56,300, ,57.54,
3228,116.56,300, ,57.54,
3231,116.56,300, ,57.54,
3234,116.56,300, ,57.54,
3236,116.56,300, ,57.54,
3239,116.56,300, ,57.54,
3241,116.56,300, ,57.54,
3245,116.56,300, ,57.54,
3247,116.56,300, ,57.54,
3250,116.56,300, ,57.54,
3252,116.56,300, ,57.54,
3255,116.56,300, ,57.54,
3258,116.56,300, ,57.54,
3260,116.56,300,300, ,
3263,116.56,300,300, ,
3266,116.56,300,300, ,
3268,116.56,300,300, ,
3271,116.56,300,300, ,
3273,116.56,300,300, ,
3276,116.56,300,300, ,
3279,116.56,300,300, ,
3281,116.56,300,300, ,
3284,116.56,300,300, ,
3288,116.56,300,300, ,
3290,116.56,300,300, ,
3293,116.56,300,300, ,
3296,116.56,300,300,57.54,
3299, ,300,300,57.54,
3301, ,300,300,57.54,
3304, ,300,300,57.54,
3306, ,300,300,57.54,
3309, ,300,300,57.54,
3312, ,300,300,57.54,
3314, ,300,300,57.54,
3317, ,300,300,57.54,
3319, ,300,300,57.54,
3322, ,300,300,57.54,
3324, ,300,300,57.54,
3328, ,300,300,57.54,
3331, ,300,300,57.54,
3333,116.56, ,300,57.54,
3336,116.56, ,300,57.54,
3338,116.56, ,300,57.54,
3341,116.56, ,300,57.54,
3344,116.56, ,300,57.54,
3346,116.56, ,300,57.54,
3349,116.56, ,300,57.54,
3351,116.56, ,300,57.54,
3354,116.56, ,300,57.54,
3356,116.56, ,300,57.54,
3359,116.56, ,300,57.54,
3362,116.56, ,300,57.54,
3364,116.56, ,300,57.54,
3367,116.56,300, ,57.54,
3369,116.56,300, ,57.54,
3373,116.56,300, ,57.54,
3375,116.56,300, ,57.54,
3378,116.56,300, ,57.54,
3381,116.56,300, ,57.54,
3383,116.56,300, ,57.54,
3386,116.56,300, ,57.54,
3388,116.56,300, ,57.54,
3391,116.56,300, ,57.54,
3393,116.56,300, ,57.54,
3396,116.56,300, ,57.54,
3399,116.56,300, ,57.54,
3401,116.56,300,300, ,
3404,116.56,300,300, ,
3406,116.56,300,300, ,
3409,116.56,300,300, ,
3412,116.56,300,300, ,
3415,116.56,300,300, ,
3418,116.56,300,300, ,
3421,116.56,300,300, ,
3423,116.56,300,300, ,
3426,116.56,300,300, ,
3429,116.56,300,300, ,
3431,116.56,300,300, ,
3434,116.56,300,300, ,
3437,116.56,300,300,57.54,
3440, ,300,300,57.54,
3442, ,300,300,57.54,
3445,116.39, ,300,57.54,
3448,116.3, ,300,57.54,
3450,116.25, ,300,57.54,
3453,116.23, ,300,57.54,
3456,116.22, ,300,57.54,
3459,116.22, ,300,57.54,
3461,116.21, ,300,57.54,
3464,116.21, ,300,57.54,
3467,116.21, ,300,57.54,
3469,116.21, ,300,57.54,
3472,116.21, ,300,57.54,
3474,116.21, ,300,57.54,
3477,116.21, ,300,57.54,
3479,116.21,300, ,57.54,
3482,116.21,300, ,57.54,
3485,116.21,300, ,57.54,
3487,116.21,300, ,57.54,
3490,116.21,300, ,57.54,
3492,116.21,300, ,57.54,
3495,116.21,300, ,57.54,
3497,116.21,300, ,57.54,
3501,116.21,300, ,57.54,
3504,116.21,300, ,57.54,
3506,116.21,300, ,57.54,
3509,116.21,300, ,57.54,
3511,116.21,300, ,57.54,
3514,116.21,300,300, ,
3516,116.21,300,300, ,
3519,116.21,300,300, ,
3522,116.21,300,300, ,
3524,116.21,300,300, ,
3527,116.21,300,300, ,
3530,116.21,300,300, ,
3532,116.21,300,300, ,
3535,116.21,300,300, ,
3538,116.21,300,300, ,
3540,116.21,300,300, ,
3544,116.21,300,300, ,
3547,116.21,300,300, ,
3549,116.21,300,300,57.54,
3552, ,300,300,57.54,
3555, ,300,300,57.54,
3557, ,300,300,57.54,
3560, ,300,300,57.54,
3563, ,300,300,57.54,
3565, ,300,300,57.54,
3568, ,300,300,57.54,
3570, ,300,300,57.54,
3573, ,300,300,57.54,
3575, ,300,300,57.54,
3578, ,300,300,57.54,
3581, ,300,300,57.54,
3584, ,300,300,57.54,
3587,116.21, ,300,57.54,
3589,116.21, ,300,57.54,
3592,116.21, ,300,57.54,
3595,116.21, ,300,57.54,
3597,116.21, ,300,57.54,
3600,116.21, ,300,57.54,
3602,116.21, ,300,57.54,
3605,116.21, ,300,57.54,
3607,116.21, ,300,57.54,
3610,116.21, ,300,57.54,
3613,116.21, ,300,57.54,
3615,116.21, ,300,57.54,
3618,116.21, ,300,57.54,
3620,116.21,300, ,57.54,
3623,116.21,300, ,57.54,
3627,116.21,300, ,57.54,
3629,116.21,300, ,57.54,
3632,116.21,300, ,57.54,
3634,116.21,300, ,57.54,
3637,116.21,300, ,57.54,
3639,116.21,300, ,57.54,
3642,116.21,300, ,57.54,
3645,116.21,300, ,57.54,
3647,116.21,300, ,57.54,
3650,116.21,300, ,57.54,
3652,116.21,300, ,57.54,
3655,116.21,300,300, ,
3657,116.21,300,300, ,
3660,116.21,300,300, ,
3663,116.21,300,300, ,
3665,116.21,300,300, ,
3668,116.21,300,300, ,
3672,116.21,300,300, ,
3674,116.21,300,300, ,
3677,116.21,300,300, ,
3680,116.21,300,300, ,
3682,116.21,300,300, ,
3685,116.21,300,300, ,
3688,116.21,300,300, ,
3690,116.21,300,300,57.54,
3693, ,300,300,57.54,
3696, ,300,300,57.54,
3698, ,300,300,57.54,
3701, ,300,300,57.54,
3704, ,300,300,57.54,
3706, ,300,300,57.54,
3709, ,300,300,57.54,
3712, ,300,300,57.54,
3715, ,300,300,57.54,
3717, ,300,300,57.54,
3720, ,300,300,57.54,
3723, ,300,300,57.54,
3725, ,300,300,57.54,
3728,116.21, ,300,57.54,
3730,116.21, ,300,57.54,
3733,116.21, ,300,57.54,
3736,116.21, ,300,57.54,
3738,116.21, ,300,57.54,
3741,116.21, ,300,57.54,
3743,116.21, ,300,57.54,
3746,116.21, ,300,57.54,
3748,116.21, ,300,57.54,
3751,116.21, ,300,57.54,
3755,116.21, ,300,57.54,
3757,116.21, ,300,57.54,
3760,116.21, ,300,57.54,
3762,116.21,300, ,57.54,
3765,116.21,300, ,57.54,
3767,116.21,300, ,57.54,
3770,116.21,300, ,57.54,
3773,116.21,300, ,57.54,
3775,116.21,300, ,57.54,
3778,116.21,300, ,57.54,
3780,116.21,300, ,57.54,
3783,116.21,300, ,57.54,
3785,116.21,300, ,57.54,
3788,116.21,300, ,57.54,
3791,116.21,300, ,57.54,
3793,116.21,300, ,57.54,
3796,116.21,300,300, ,
3799,116.21,300,300, ,
3802,116.21,300,300, ,
3805,116.21,300,300, ,
3807,116.21,300,300, ,
3810,116.21,300,300, ,
3813,116.21,300,300, ,
3815,116.21,300,300, ,
3818,116.21,300,300, ,
3821,116.21,300,300, ,
3823,116.21,300,300, ,
3826,116.21,300,300, ,
3829,116.21,300,300, ,
3831,116.21,300,300,57.54,
3834, ,300,300,57.54,
3837, ,300,300,57.54,
3840, ,300,300,57.54,
3843, ,300,300,57.54,
3846, ,300,300,57.54,
3848, ,300,300,57.54,
3851, ,300,300,57.54,
3853, ,300,300,57.54,
3856, ,300,300,57.54,
3858, ,300,300,57.54,
3861, ,300,300,57.54,
3864, ,300,300,57.54,
3866, ,300,300,57.54,
3869,116.21, ,300,57.54,
3871,116.21, ,300,57.54,
3874,116.21, ,300,57.54,
3877,116.21, ,300,57.54,
3879,116.21, ,300,57.54,
3883,116.21, ,300,57.54,
3885,116.21, ,300,57.54,
3888,116.21, ,300,57.54,
3890,116.21, ,300,57.54,
3893,116.21, ,300,57.54,
3896,116.21, ,300,57.54,
3898,116.21, ,300,57.54,
3901,116.21, ,300,57.54,
3903,116.21,300, ,57.54,
3906,116.21,300, ,57.54,
3908,116.21,300, ,57.54,
3911,116.21,300, ,57.54,
3914,116.21,300, ,57.54,
3916,116.21,300, ,57.54,
3919,116.21,300, ,57.54,
3921,116.21,300, ,57.54,
3924,116.21,300, ,57.54,
3927,116.21,300, ,57.54,
3930,116.21,300, ,57.54,
3933,116.21,300, ,57.54,
3935,116.21,300, ,57.54,
3938,116.21,300,300, ,
3940,116.21,300,300, ,
3943,116.21,300,300, ,
3946,116.21,300,300, ,
3948,116.21,300,300, ,
3951,116.21,300,300, ,
3954,116.21,300,300, ,
3956,116.21,300,300, ,
3959,116.21,300,300, ,
3962,116.21,300,300, ,
3964,116.21,300,300, ,
3968,116.21,300,300, ,
3971,116.21,300,300, ,
3973,116.21,300,300,57.54,
3976, ,300,300,57.54,
3979, ,300,300,57.54,
3981, ,300,300,57.54,
3984, ,300,300,57.54,
3987, ,300,300,57.54,
3989, ,300,300,57.54,
3992, ,300,300,57.54,
3994, ,300,300,57.54,
3997, ,300,300,57.54,
3999, ,300,300,57.54,
